time_less_than,mem_less_than,y_memAvg(MB),y_time(sec),y_sol(keuro),y_nTraces,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,embedding_time,solve_time
5,no,no_sol,no_sol,no_sol,no_sol,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.915031909942627,0.16178607940673828
5,no,no_sol,no_sol,no_sol,no_sol,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.915031909942627,0.16277265548706055
5,no,no_sol,no_sol,no_sol,no_sol,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.915031909942627,0.17658257484436035
5,no,no_sol,no_sol,no_sol,no_sol,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.915031909942627,0.1760728359222412
5,no,no_sol,no_sol,no_sol,no_sol,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.915031909942627,0.17502236366271973
5,no,no_sol,no_sol,no_sol,no_sol,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.915031909942627,0.15169692039489746
5,no,no_sol,no_sol,no_sol,no_sol,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,19.915031909942627,0.16897869110107422
5,no,no_sol,no_sol,no_sol,no_sol,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,19.915031909942627,0.15776753425598145
5,no,no_sol,no_sol,no_sol,no_sol,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,19.915031909942627,0.16718482971191406
5,no,no_sol,no_sol,no_sol,no_sol,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,19.915031909942627,0.23372650146484375
5,no,no_sol,no_sol,no_sol,no_sol,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,19.915031909942627,0.17424726486206055
5,no,no_sol,no_sol,no_sol,no_sol,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.915031909942627,0.15796184539794922
5,no,no_sol,no_sol,no_sol,no_sol,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.915031909942627,0.15812921524047852
5,no,no_sol,no_sol,no_sol,no_sol,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,19.915031909942627,0.15407490730285645
5,no,no_sol,no_sol,no_sol,no_sol,249.06770833333334,257.24515969482286,291.90416666666664,156.37602245646727,19.915031909942627,0.13007616996765137
5,no,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.915031909942627,0.1347949504852295
5,no,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.915031909942627,0.12932801246643066
5,no,no_sol,no_sol,no_sol,no_sol,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,19.915031909942627,0.16494536399841309
5,no,no_sol,no_sol,no_sol,no_sol,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.915031909942627,0.17676353454589844
5,no,no_sol,no_sol,no_sol,no_sol,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,19.915031909942627,0.1773362159729004
5,83,no_sol,no_sol,no_sol,no_sol,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.915031909942627,0.1783914566040039
5,83,no_sol,no_sol,no_sol,no_sol,262.66770833333334,270.722787757911,310.02500029479165,159.8307387614777,19.915031909942627,0.17738056182861328
5,83,no_sol,no_sol,no_sol,no_sol,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,19.915031909942627,0.1871473789215088
5,83,no_sol,no_sol,no_sol,no_sol,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,19.915031909942627,0.16693949699401855
5,83,no_sol,no_sol,no_sol,no_sol,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,19.915031909942627,0.2214491367340088
5,83,no_sol,no_sol,no_sol,no_sol,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,19.915031909942627,0.16858220100402832
5,83,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513666,19.915031909942627,0.12700557708740234
5,83,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81874999999997,177.77185244981138,19.915031909942627,0.13294458389282227
5,83,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.915031909942627,0.14212274551391602
5,83,no_sol,no_sol,no_sol,no_sol,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.915031909942627,0.23330926895141602
5,83,no_sol,no_sol,no_sol,no_sol,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.915031909942627,0.19109392166137695
5,83,no_sol,no_sol,no_sol,no_sol,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.915031909942627,0.17153358459472656
5,83,no_sol,no_sol,no_sol,no_sol,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.915031909942627,0.16275429725646973
5,83,no_sol,no_sol,no_sol,no_sol,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.915031909942627,0.17341256141662598
5,83,no_sol,no_sol,no_sol,no_sol,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.915031909942627,0.1808474063873291
5,83,no_sol,no_sol,no_sol,no_sol,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.915031909942627,0.1625525951385498
5,83,no_sol,no_sol,no_sol,no_sol,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,19.915031909942627,0.17082452774047852
5,83,no_sol,no_sol,no_sol,no_sol,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,19.915031909942627,0.16163945198059082
5,83,no_sol,no_sol,no_sol,no_sol,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,19.915031909942627,0.17586255073547363
5,83,no_sol,no_sol,no_sol,no_sol,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,19.915031909942627,0.17943477630615234
5,83,no_sol,no_sol,no_sol,no_sol,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,19.915031909942627,0.17126703262329102
5,83,no_sol,no_sol,no_sol,no_sol,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.915031909942627,0.14860033988952637
5,83,no_sol,no_sol,no_sol,no_sol,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.915031909942627,0.16683578491210938
5,83,no_sol,no_sol,no_sol,no_sol,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,19.915031909942627,0.16282391548156738
5,83,no_sol,no_sol,no_sol,no_sol,249.06770833333334,257.24515969482286,291.90416666666664,156.37602245646727,19.915031909942627,0.1398169994354248
5,83,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.915031909942627,0.1273643970489502
5,83,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.915031909942627,0.1368417739868164
5,83,no_sol,no_sol,no_sol,no_sol,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,19.915031909942627,0.16224408149719238
5,83,no_sol,no_sol,no_sol,no_sol,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.915031909942627,0.17163729667663574
5,83,no_sol,no_sol,no_sol,no_sol,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,19.915031909942627,0.17844557762145996
5,87,no_sol,no_sol,no_sol,no_sol,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.915031909942627,0.16845035552978516
5,87,no_sol,no_sol,no_sol,no_sol,262.66770833333334,270.722787757911,310.02500029479165,159.8307387614777,19.915031909942627,0.1690664291381836
5,87,no_sol,no_sol,no_sol,no_sol,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,19.915031909942627,0.17721104621887207
5,87,no_sol,no_sol,no_sol,no_sol,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,19.915031909942627,0.1599276065826416
5,87,no_sol,no_sol,no_sol,no_sol,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,19.915031909942627,0.17277312278747559
5,87,no_sol,no_sol,no_sol,no_sol,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,19.915031909942627,0.16796445846557617
5,87,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513666,19.915031909942627,0.13572335243225098
5,87,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81874999999997,177.77185244981138,19.915031909942627,0.14406251907348633
5,87,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.915031909942627,0.13212370872497559
5,87,no_sol,no_sol,no_sol,no_sol,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.915031909942627,0.16032910346984863
