time_less_than,mem_less_than,b_ANTICIPATE,b_CONTINGENCY,y_ANTICIPATE_memAvg(MB),y_ANTICIPATE_time(sec),y_ANTICIPATE_sol(keuro),y_CONTINGENCY_memAvg(MB),y_CONTINGENCY_time(sec),y_CONTINGENCY_sol(keuro),y_nTraces,y_nScenarios,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,embedding_time,solve_time,#constraints,#variables
no,no,1.0,0,60.11749999999995,1.9087500000000008,364.16,82.84300000000007,5.748874999999998,369.19,1.0,1.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,22351.325761318207,75.8920521736145,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,360.44,82.84300000000007,5.748874999999998,379.77,1.0,1.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,22351.325761318207,139.07195115089417,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,369.57,82.84300000000007,5.748874999999998,350.52,1.0,1.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,22351.325761318207,133.8378548622131,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,375.84,82.84300000000007,5.748874999999998,432.67,1.0,1.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,22351.325761318207,128.60005164146423,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,372.01,82.84300000000007,5.748874999999998,399.22,1.0,1.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,22351.325761318207,131.1492955684662,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,381.42,82.84300000000007,5.748874999999998,375.01,1.0,1.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,22351.325761318207,127.93027257919312,111282,8541
no,no,no_sol,no_sol,no_sol,no_sol,no_sol,no_sol,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,22351.325761318207,79.4680712223053,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,412.35,82.84300000000007,5.748874999999998,595.0,1.0,1.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,22351.325761318207,59.92005562782288,111282,8541
no,no,1.0,0,60.11749999498825,1.9087500000000008,413.0,82.84300000000007,5.748874999999998,595.0,1.0,1.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,22351.325761318207,103.23977899551392,111282,8541
no,no,1.0,0,60.11749999999995,1.9087500000000008,371.95,88.9446753246753,65.04909090909092,327.09,100.0,1.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,22351.325761318207,124.99727988243104,111282,8541
